edge_id,source_node,target_node,edge_type,description,weight,evidence_type,flow_layer
EDGE-01754,Smart city,AF05,ACQUIRED_BY,Smart city data can be acquired via AF05,0.65,acquisition mapping,source acquisition
EDGE-01755,Smart city,AF09,ACQUIRED_BY,Smart city data can be acquired via AF09,0.65,acquisition mapping,source acquisition
EDGE-01756,Smart city,Place,MAPS_TO_OBJECT,Smart city maps to ontology object Place,0.7,ontology mapping,ontology
EDGE-01757,Smart city,Event,MAPS_TO_OBJECT,Smart city maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-01758,Smart city,Measurement,MAPS_TO_OBJECT,Smart city maps to ontology object Measurement,0.7,ontology mapping,ontology
EDGE-01759,Smart city,AuditRecord,MAPS_TO_OBJECT,Smart city maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-01760,Urban & built environment,Public spaces,HAS_NICHE,Public spaces is a niche under Urban & built environment,0.7,taxonomy,taxonomy
EDGE-01761,Public spaces,AF06,ACQUIRED_BY,Public spaces data can be acquired via AF06,0.65,acquisition mapping,source acquisition
EDGE-01762,Public spaces,AF02,ACQUIRED_BY,Public spaces data can be acquired via AF02,0.65,acquisition mapping,source acquisition
EDGE-01763,Public spaces,AF15,ACQUIRED_BY,Public spaces data can be acquired via AF15,0.65,acquisition mapping,source acquisition
EDGE-01764,Public spaces,Place,MAPS_TO_OBJECT,Public spaces maps to ontology object Place,0.7,ontology mapping,ontology
EDGE-01765,Public spaces,Event,MAPS_TO_OBJECT,Public spaces maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-01766,Public spaces,Measurement,MAPS_TO_OBJECT,Public spaces maps to ontology object Measurement,0.7,ontology mapping,ontology
EDGE-01767,Public spaces,AuditRecord,MAPS_TO_OBJECT,Public spaces maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-01768,Urban & built environment,Construction,HAS_NICHE,Construction is a niche under Urban & built environment,0.7,taxonomy,taxonomy
EDGE-01769,Construction,AF04,ACQUIRED_BY,Construction data can be acquired via AF04,0.65,acquisition mapping,source acquisition
EDGE-01770,Construction,AF07,ACQUIRED_BY,Construction data can be acquired via AF07,0.65,acquisition mapping,source acquisition
EDGE-01771,Construction,AF08,ACQUIRED_BY,Construction data can be acquired via AF08,0.65,acquisition mapping,source acquisition
EDGE-01772,Construction,Place,MAPS_TO_OBJECT,Construction maps to ontology object Place,0.7,ontology mapping,ontology
EDGE-01773,Construction,Event,MAPS_TO_OBJECT,Construction maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-01774,Construction,Measurement,MAPS_TO_OBJECT,Construction maps to ontology object Measurement,0.7,ontology mapping,ontology
EDGE-01775,Construction,AuditRecord,MAPS_TO_OBJECT,Construction maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-01776,Urban & built environment,Utilities,HAS_NICHE,Utilities is a niche under Urban & built environment,0.7,taxonomy,taxonomy
EDGE-01777,Utilities,AF19,ACQUIRED_BY,Utilities data can be acquired via AF19,0.65,acquisition mapping,source acquisition
EDGE-01778,Utilities,AF11,ACQUIRED_BY,Utilities data can be acquired via AF11,0.65,acquisition mapping,source acquisition
EDGE-01779,Utilities,AF15,ACQUIRED_BY,Utilities data can be acquired via AF15,0.65,acquisition mapping,source acquisition
EDGE-01780,Utilities,Place,MAPS_TO_OBJECT,Utilities maps to ontology object Place,0.7,ontology mapping,ontology
EDGE-01781,Utilities,Event,MAPS_TO_OBJECT,Utilities maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-01782,Utilities,Measurement,MAPS_TO_OBJECT,Utilities maps to ontology object Measurement,0.7,ontology mapping,ontology
EDGE-01783,Utilities,AuditRecord,MAPS_TO_OBJECT,Utilities maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-01784,Urban & built environment,Risk,HAS_NICHE,Risk is a niche under Urban & built environment,0.7,taxonomy,taxonomy
EDGE-01785,Risk,AF17,ACQUIRED_BY,Risk data can be acquired via AF17,0.65,acquisition mapping,source acquisition
EDGE-01786,Risk,AF12,ACQUIRED_BY,Risk data can be acquired via AF12,0.65,acquisition mapping,source acquisition
EDGE-01787,Risk,AF20,ACQUIRED_BY,Risk data can be acquired via AF20,0.65,acquisition mapping,source acquisition
EDGE-01788,Risk,Place,MAPS_TO_OBJECT,Risk maps to ontology object Place,0.7,ontology mapping,ontology
EDGE-01789,Risk,Event,MAPS_TO_OBJECT,Risk maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-01790,Risk,Measurement,MAPS_TO_OBJECT,Risk maps to ontology object Measurement,0.7,ontology mapping,ontology
EDGE-01791,Risk,AuditRecord,MAPS_TO_OBJECT,Risk maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-01792,Urban & built environment,Maintenance,HAS_NICHE,Maintenance is a niche under Urban & built environment,0.7,taxonomy,taxonomy
EDGE-01793,Maintenance,AF03,ACQUIRED_BY,Maintenance data can be acquired via AF03,0.65,acquisition mapping,source acquisition
EDGE-01794,Maintenance,AF15,ACQUIRED_BY,Maintenance data can be acquired via AF15,0.65,acquisition mapping,source acquisition
EDGE-01795,Maintenance,AF19,ACQUIRED_BY,Maintenance data can be acquired via AF19,0.65,acquisition mapping,source acquisition
EDGE-01796,Maintenance,Place,MAPS_TO_OBJECT,Maintenance maps to ontology object Place,0.7,ontology mapping,ontology
EDGE-01797,Maintenance,Event,MAPS_TO_OBJECT,Maintenance maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-01798,Maintenance,Measurement,MAPS_TO_OBJECT,Maintenance maps to ontology object Measurement,0.7,ontology mapping,ontology
EDGE-01799,Maintenance,AuditRecord,MAPS_TO_OBJECT,Maintenance maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-01800,Transport & mobility,Roads,HAS_NICHE,Roads is a niche under Transport & mobility,0.7,taxonomy,taxonomy
EDGE-01801,Roads,AF04,ACQUIRED_BY,Roads data can be acquired via AF04,0.65,acquisition mapping,source acquisition
EDGE-01802,Roads,AF07,ACQUIRED_BY,Roads data can be acquired via AF07,0.65,acquisition mapping,source acquisition
EDGE-01803,Roads,AF08,ACQUIRED_BY,Roads data can be acquired via AF08,0.65,acquisition mapping,source acquisition
EDGE-01804,Roads,Asset,MAPS_TO_OBJECT,Roads maps to ontology object Asset,0.7,ontology mapping,ontology
EDGE-01805,Roads,Measurement,MAPS_TO_OBJECT,Roads maps to ontology object Measurement,0.7,ontology mapping,ontology
EDGE-01806,Roads,Event,MAPS_TO_OBJECT,Roads maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-01807,Roads,AuditRecord,MAPS_TO_OBJECT,Roads maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-01808,Transport & mobility,Rail,HAS_NICHE,Rail is a niche under Transport & mobility,0.7,taxonomy,taxonomy
EDGE-01809,Rail,AF03,ACQUIRED_BY,Rail data can be acquired via AF03,0.65,acquisition mapping,source acquisition
EDGE-01810,Rail,AF15,ACQUIRED_BY,Rail data can be acquired via AF15,0.65,acquisition mapping,source acquisition
EDGE-01811,Rail,AF19,ACQUIRED_BY,Rail data can be acquired via AF19,0.65,acquisition mapping,source acquisition
EDGE-01812,Rail,Asset,MAPS_TO_OBJECT,Rail maps to ontology object Asset,0.7,ontology mapping,ontology
EDGE-01813,Rail,Measurement,MAPS_TO_OBJECT,Rail maps to ontology object Measurement,0.7,ontology mapping,ontology
EDGE-01814,Rail,Event,MAPS_TO_OBJECT,Rail maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-01815,Rail,AuditRecord,MAPS_TO_OBJECT,Rail maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-01816,Transport & mobility,Aviation,HAS_NICHE,Aviation is a niche under Transport & mobility,0.7,taxonomy,taxonomy
EDGE-01817,Aviation,AF18,ACQUIRED_BY,Aviation data can be acquired via AF18,0.65,acquisition mapping,source acquisition
EDGE-01818,Aviation,AF08,ACQUIRED_BY,Aviation data can be acquired via AF08,0.65,acquisition mapping,source acquisition
EDGE-01819,Aviation,AF16,ACQUIRED_BY,Aviation data can be acquired via AF16,0.65,acquisition mapping,source acquisition
EDGE-01820,Aviation,Asset,MAPS_TO_OBJECT,Aviation maps to ontology object Asset,0.7,ontology mapping,ontology
EDGE-01821,Aviation,Measurement,MAPS_TO_OBJECT,Aviation maps to ontology object Measurement,0.7,ontology mapping,ontology
EDGE-01822,Aviation,Event,MAPS_TO_OBJECT,Aviation maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-01823,Aviation,AuditRecord,MAPS_TO_OBJECT,Aviation maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-01824,Transport & mobility,Maritime,HAS_NICHE,Maritime is a niche under Transport & mobility,0.7,taxonomy,taxonomy
EDGE-01825,Maritime,AF01,ACQUIRED_BY,Maritime data can be acquired via AF01,0.65,acquisition mapping,source acquisition
EDGE-01826,Maritime,AF06,ACQUIRED_BY,Maritime data can be acquired via AF06,0.65,acquisition mapping,source acquisition
EDGE-01827,Maritime,AF15,ACQUIRED_BY,Maritime data can be acquired via AF15,0.65,acquisition mapping,source acquisition
EDGE-01828,Maritime,Asset,MAPS_TO_OBJECT,Maritime maps to ontology object Asset,0.7,ontology mapping,ontology
EDGE-01829,Maritime,Measurement,MAPS_TO_OBJECT,Maritime maps to ontology object Measurement,0.7,ontology mapping,ontology
EDGE-01830,Maritime,Event,MAPS_TO_OBJECT,Maritime maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-01831,Maritime,AuditRecord,MAPS_TO_OBJECT,Maritime maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-01832,Transport & mobility,Public transit,HAS_NICHE,Public transit is a niche under Transport & mobility,0.7,taxonomy,taxonomy
EDGE-01833,Public transit,AF05,ACQUIRED_BY,Public transit data can be acquired via AF05,0.65,acquisition mapping,source acquisition
EDGE-01834,Public transit,AF09,ACQUIRED_BY,Public transit data can be acquired via AF09,0.65,acquisition mapping,source acquisition
EDGE-01835,Public transit,Asset,MAPS_TO_OBJECT,Public transit maps to ontology object Asset,0.7,ontology mapping,ontology
EDGE-01836,Public transit,Measurement,MAPS_TO_OBJECT,Public transit maps to ontology object Measurement,0.7,ontology mapping,ontology
EDGE-01837,Public transit,Event,MAPS_TO_OBJECT,Public transit maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-01838,Public transit,AuditRecord,MAPS_TO_OBJECT,Public transit maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-01839,Transport & mobility,Vehicles,HAS_NICHE,Vehicles is a niche under Transport & mobility,0.7,taxonomy,taxonomy
EDGE-01840,Vehicles,AF06,ACQUIRED_BY,Vehicles data can be acquired via AF06,0.65,acquisition mapping,source acquisition
EDGE-01841,Vehicles,AF02,ACQUIRED_BY,Vehicles data can be acquired via AF02,0.65,acquisition mapping,source acquisition
EDGE-01842,Vehicles,AF15,ACQUIRED_BY,Vehicles data can be acquired via AF15,0.65,acquisition mapping,source acquisition
EDGE-01843,Vehicles,Asset,MAPS_TO_OBJECT,Vehicles maps to ontology object Asset,0.7,ontology mapping,ontology
EDGE-01844,Vehicles,Measurement,MAPS_TO_OBJECT,Vehicles maps to ontology object Measurement,0.7,ontology mapping,ontology
EDGE-01845,Vehicles,Event,MAPS_TO_OBJECT,Vehicles maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-01846,Vehicles,AuditRecord,MAPS_TO_OBJECT,Vehicles maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-01847,Transport & mobility,Logistics,HAS_NICHE,Logistics is a niche under Transport & mobility,0.7,taxonomy,taxonomy
EDGE-01848,Logistics,AF04,ACQUIRED_BY,Logistics data can be acquired via AF04,0.65,acquisition mapping,source acquisition
EDGE-01849,Logistics,AF07,ACQUIRED_BY,Logistics data can be acquired via AF07,0.65,acquisition mapping,source acquisition
EDGE-01850,Logistics,AF08,ACQUIRED_BY,Logistics data can be acquired via AF08,0.65,acquisition mapping,source acquisition
EDGE-01851,Logistics,Asset,MAPS_TO_OBJECT,Logistics maps to ontology object Asset,0.7,ontology mapping,ontology
EDGE-01852,Logistics,Measurement,MAPS_TO_OBJECT,Logistics maps to ontology object Measurement,0.7,ontology mapping,ontology
EDGE-01853,Logistics,Event,MAPS_TO_OBJECT,Logistics maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-01854,Logistics,AuditRecord,MAPS_TO_OBJECT,Logistics maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-01855,Transport & mobility,Mobility patterns,HAS_NICHE,Mobility patterns is a niche under Transport & mobility,0.7,taxonomy,taxonomy
EDGE-01856,Mobility patterns,AF19,ACQUIRED_BY,Mobility patterns data can be acquired via AF19,0.65,acquisition mapping,source acquisition
EDGE-01857,Mobility patterns,AF11,ACQUIRED_BY,Mobility patterns data can be acquired via AF11,0.65,acquisition mapping,source acquisition
EDGE-01858,Mobility patterns,AF15,ACQUIRED_BY,Mobility patterns data can be acquired via AF15,0.65,acquisition mapping,source acquisition
EDGE-01859,Mobility patterns,Asset,MAPS_TO_OBJECT,Mobility patterns maps to ontology object Asset,0.7,ontology mapping,ontology
EDGE-01860,Mobility patterns,Measurement,MAPS_TO_OBJECT,Mobility patterns maps to ontology object Measurement,0.7,ontology mapping,ontology
EDGE-01861,Mobility patterns,Event,MAPS_TO_OBJECT,Mobility patterns maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-01862,Mobility patterns,AuditRecord,MAPS_TO_OBJECT,Mobility patterns maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-01863,Transport & mobility,Safety,HAS_NICHE,Safety is a niche under Transport & mobility,0.7,taxonomy,taxonomy
EDGE-01864,Safety,AF17,ACQUIRED_BY,Safety data can be acquired via AF17,0.65,acquisition mapping,source acquisition
EDGE-01865,Safety,AF12,ACQUIRED_BY,Safety data can be acquired via AF12,0.65,acquisition mapping,source acquisition
EDGE-01866,Safety,AF20,ACQUIRED_BY,Safety data can be acquired via AF20,0.65,acquisition mapping,source acquisition
EDGE-01867,Safety,Asset,MAPS_TO_OBJECT,Safety maps to ontology object Asset,0.7,ontology mapping,ontology
EDGE-01868,Safety,Measurement,MAPS_TO_OBJECT,Safety maps to ontology object Measurement,0.7,ontology mapping,ontology
EDGE-01869,Safety,Event,MAPS_TO_OBJECT,Safety maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-01870,Safety,AuditRecord,MAPS_TO_OBJECT,Safety maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-01871,Transport & mobility,Infrastructure,HAS_NICHE,Infrastructure is a niche under Transport & mobility,0.7,taxonomy,taxonomy
EDGE-01872,Infrastructure,AF03,ACQUIRED_BY,Infrastructure data can be acquired via AF03,0.65,acquisition mapping,source acquisition
EDGE-01873,Infrastructure,AF15,ACQUIRED_BY,Infrastructure data can be acquired via AF15,0.65,acquisition mapping,source acquisition
EDGE-01874,Infrastructure,AF19,ACQUIRED_BY,Infrastructure data can be acquired via AF19,0.65,acquisition mapping,source acquisition
EDGE-01875,Infrastructure,Asset,MAPS_TO_OBJECT,Infrastructure maps to ontology object Asset,0.7,ontology mapping,ontology
EDGE-01876,Infrastructure,Measurement,MAPS_TO_OBJECT,Infrastructure maps to ontology object Measurement,0.7,ontology mapping,ontology
EDGE-01877,Infrastructure,Event,MAPS_TO_OBJECT,Infrastructure maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-01878,Infrastructure,AuditRecord,MAPS_TO_OBJECT,Infrastructure maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-01879,Business & organisations,Company registries,HAS_NICHE,Company registries is a niche under Business & organisations,0.7,taxonomy,taxonomy
EDGE-01880,Company registries,AF04,ACQUIRED_BY,Company registries data can be acquired via AF04,0.65,acquisition mapping,source acquisition
EDGE-01881,Company registries,AF07,ACQUIRED_BY,Company registries data can be acquired via AF07,0.65,acquisition mapping,source acquisition
EDGE-01882,Company registries,AF08,ACQUIRED_BY,Company registries data can be acquired via AF08,0.65,acquisition mapping,source acquisition
EDGE-01883,Company registries,Person,MAPS_TO_OBJECT,Company registries maps to ontology object Person,0.7,ontology mapping,ontology
EDGE-01884,Company registries,Organisation,MAPS_TO_OBJECT,Company registries maps to ontology object Organisation,0.7,ontology mapping,ontology
EDGE-01885,Company registries,Event,MAPS_TO_OBJECT,Company registries maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-01886,Company registries,AuditRecord,MAPS_TO_OBJECT,Company registries maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-01887,Business & organisations,Ownership,HAS_NICHE,Ownership is a niche under Business & organisations,0.7,taxonomy,taxonomy
EDGE-01888,Ownership,AF03,ACQUIRED_BY,Ownership data can be acquired via AF03,0.65,acquisition mapping,source acquisition
EDGE-01889,Ownership,AF15,ACQUIRED_BY,Ownership data can be acquired via AF15,0.65,acquisition mapping,source acquisition
EDGE-01890,Ownership,AF19,ACQUIRED_BY,Ownership data can be acquired via AF19,0.65,acquisition mapping,source acquisition
EDGE-01891,Ownership,Person,MAPS_TO_OBJECT,Ownership maps to ontology object Person,0.7,ontology mapping,ontology
EDGE-01892,Ownership,Organisation,MAPS_TO_OBJECT,Ownership maps to ontology object Organisation,0.7,ontology mapping,ontology
EDGE-01893,Ownership,Event,MAPS_TO_OBJECT,Ownership maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-01894,Ownership,AuditRecord,MAPS_TO_OBJECT,Ownership maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-01895,Business & organisations,Filings,HAS_NICHE,Filings is a niche under Business & organisations,0.7,taxonomy,taxonomy
EDGE-01896,Filings,AF18,ACQUIRED_BY,Filings data can be acquired via AF18,0.65,acquisition mapping,source acquisition
EDGE-01897,Filings,AF08,ACQUIRED_BY,Filings data can be acquired via AF08,0.65,acquisition mapping,source acquisition
EDGE-01898,Filings,AF16,ACQUIRED_BY,Filings data can be acquired via AF16,0.65,acquisition mapping,source acquisition
EDGE-01899,Filings,Person,MAPS_TO_OBJECT,Filings maps to ontology object Person,0.7,ontology mapping,ontology
EDGE-01900,Filings,Organisation,MAPS_TO_OBJECT,Filings maps to ontology object Organisation,0.7,ontology mapping,ontology
EDGE-01901,Filings,Event,MAPS_TO_OBJECT,Filings maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-01902,Filings,AuditRecord,MAPS_TO_OBJECT,Filings maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-01903,Business & organisations,Operations,HAS_NICHE,Operations is a niche under Business & organisations,0.7,taxonomy,taxonomy
EDGE-01904,Operations,AF01,ACQUIRED_BY,Operations data can be acquired via AF01,0.65,acquisition mapping,source acquisition
EDGE-01905,Operations,AF06,ACQUIRED_BY,Operations data can be acquired via AF06,0.65,acquisition mapping,source acquisition
EDGE-01906,Operations,AF15,ACQUIRED_BY,Operations data can be acquired via AF15,0.65,acquisition mapping,source acquisition
EDGE-01907,Operations,Person,MAPS_TO_OBJECT,Operations maps to ontology object Person,0.7,ontology mapping,ontology
EDGE-01908,Operations,Organisation,MAPS_TO_OBJECT,Operations maps to ontology object Organisation,0.7,ontology mapping,ontology
EDGE-01909,Operations,Event,MAPS_TO_OBJECT,Operations maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-01910,Operations,AuditRecord,MAPS_TO_OBJECT,Operations maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-01911,Business & organisations,Contracts,HAS_NICHE,Contracts is a niche under Business & organisations,0.7,taxonomy,taxonomy
EDGE-01912,Contracts,AF05,ACQUIRED_BY,Contracts data can be acquired via AF05,0.65,acquisition mapping,source acquisition
EDGE-01913,Contracts,AF09,ACQUIRED_BY,Contracts data can be acquired via AF09,0.65,acquisition mapping,source acquisition
EDGE-01914,Contracts,Person,MAPS_TO_OBJECT,Contracts maps to ontology object Person,0.7,ontology mapping,ontology
EDGE-01915,Contracts,Organisation,MAPS_TO_OBJECT,Contracts maps to ontology object Organisation,0.7,ontology mapping,ontology
EDGE-01916,Contracts,Event,MAPS_TO_OBJECT,Contracts maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-01917,Contracts,AuditRecord,MAPS_TO_OBJECT,Contracts maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-01918,Business & organisations,NGOs,HAS_NICHE,NGOs is a niche under Business & organisations,0.7,taxonomy,taxonomy
EDGE-01919,NGOs,AF06,ACQUIRED_BY,NGOs data can be acquired via AF06,0.65,acquisition mapping,source acquisition
EDGE-01920,NGOs,AF02,ACQUIRED_BY,NGOs data can be acquired via AF02,0.65,acquisition mapping,source acquisition
EDGE-01921,NGOs,AF15,ACQUIRED_BY,NGOs data can be acquired via AF15,0.65,acquisition mapping,source acquisition
EDGE-01922,NGOs,Person,MAPS_TO_OBJECT,NGOs maps to ontology object Person,0.7,ontology mapping,ontology
EDGE-01923,NGOs,Organisation,MAPS_TO_OBJECT,NGOs maps to ontology object Organisation,0.7,ontology mapping,ontology
EDGE-01924,NGOs,Event,MAPS_TO_OBJECT,NGOs maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-01925,NGOs,AuditRecord,MAPS_TO_OBJECT,NGOs maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-01926,Business & organisations,Institutions,HAS_NICHE,Institutions is a niche under Business & organisations,0.7,taxonomy,taxonomy
EDGE-01927,Institutions,AF04,ACQUIRED_BY,Institutions data can be acquired via AF04,0.65,acquisition mapping,source acquisition
EDGE-01928,Institutions,AF07,ACQUIRED_BY,Institutions data can be acquired via AF07,0.65,acquisition mapping,source acquisition
EDGE-01929,Institutions,AF08,ACQUIRED_BY,Institutions data can be acquired via AF08,0.65,acquisition mapping,source acquisition
EDGE-01930,Institutions,Person,MAPS_TO_OBJECT,Institutions maps to ontology object Person,0.7,ontology mapping,ontology
EDGE-01931,Institutions,Organisation,MAPS_TO_OBJECT,Institutions maps to ontology object Organisation,0.7,ontology mapping,ontology
EDGE-01932,Institutions,Event,MAPS_TO_OBJECT,Institutions maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-01933,Institutions,AuditRecord,MAPS_TO_OBJECT,Institutions maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-01934,Business & organisations,Legal entities,HAS_NICHE,Legal entities is a niche under Business & organisations,0.7,taxonomy,taxonomy
EDGE-01935,Legal entities,AF19,ACQUIRED_BY,Legal entities data can be acquired via AF19,0.65,acquisition mapping,source acquisition
EDGE-01936,Legal entities,AF11,ACQUIRED_BY,Legal entities data can be acquired via AF11,0.65,acquisition mapping,source acquisition
EDGE-01937,Legal entities,AF15,ACQUIRED_BY,Legal entities data can be acquired via AF15,0.65,acquisition mapping,source acquisition
EDGE-01938,Legal entities,Person,MAPS_TO_OBJECT,Legal entities maps to ontology object Person,0.7,ontology mapping,ontology
EDGE-01939,Legal entities,Organisation,MAPS_TO_OBJECT,Legal entities maps to ontology object Organisation,0.7,ontology mapping,ontology
EDGE-01940,Legal entities,Event,MAPS_TO_OBJECT,Legal entities maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-01941,Legal entities,AuditRecord,MAPS_TO_OBJECT,Legal entities maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-01942,Business & organisations,Reputation,HAS_NICHE,Reputation is a niche under Business & organisations,0.7,taxonomy,taxonomy
EDGE-01943,Reputation,AF17,ACQUIRED_BY,Reputation data can be acquired via AF17,0.65,acquisition mapping,source acquisition
EDGE-01944,Reputation,AF12,ACQUIRED_BY,Reputation data can be acquired via AF12,0.65,acquisition mapping,source acquisition
EDGE-01945,Reputation,AF20,ACQUIRED_BY,Reputation data can be acquired via AF20,0.65,acquisition mapping,source acquisition
EDGE-01946,Reputation,Person,MAPS_TO_OBJECT,Reputation maps to ontology object Person,0.7,ontology mapping,ontology
EDGE-01947,Reputation,Organisation,MAPS_TO_OBJECT,Reputation maps to ontology object Organisation,0.7,ontology mapping,ontology
EDGE-01948,Reputation,Event,MAPS_TO_OBJECT,Reputation maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-01949,Reputation,AuditRecord,MAPS_TO_OBJECT,Reputation maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-01950,Business & organisations,Relationships,HAS_NICHE,Relationships is a niche under Business & organisations,0.7,taxonomy,taxonomy
EDGE-01951,Relationships,AF03,ACQUIRED_BY,Relationships data can be acquired via AF03,0.65,acquisition mapping,source acquisition
EDGE-01952,Relationships,AF15,ACQUIRED_BY,Relationships data can be acquired via AF15,0.65,acquisition mapping,source acquisition
EDGE-01953,Relationships,AF19,ACQUIRED_BY,Relationships data can be acquired via AF19,0.65,acquisition mapping,source acquisition
EDGE-01954,Relationships,Person,MAPS_TO_OBJECT,Relationships maps to ontology object Person,0.7,ontology mapping,ontology
EDGE-01955,Relationships,Organisation,MAPS_TO_OBJECT,Relationships maps to ontology object Organisation,0.7,ontology mapping,ontology
EDGE-01956,Relationships,Event,MAPS_TO_OBJECT,Relationships maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-01957,Relationships,AuditRecord,MAPS_TO_OBJECT,Relationships maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-01958,Work & labour,Jobs,HAS_NICHE,Jobs is a niche under Work & labour,0.7,taxonomy,taxonomy
EDGE-01959,Jobs,AF04,ACQUIRED_BY,Jobs data can be acquired via AF04,0.65,acquisition mapping,source acquisition
EDGE-01960,Jobs,AF07,ACQUIRED_BY,Jobs data can be acquired via AF07,0.65,acquisition mapping,source acquisition
EDGE-01961,Jobs,AF08,ACQUIRED_BY,Jobs data can be acquired via AF08,0.65,acquisition mapping,source acquisition
EDGE-01962,Jobs,Person,MAPS_TO_OBJECT,Jobs maps to ontology object Person,0.7,ontology mapping,ontology
EDGE-01963,Jobs,Organisation,MAPS_TO_OBJECT,Jobs maps to ontology object Organisation,0.7,ontology mapping,ontology
EDGE-01964,Jobs,Event,MAPS_TO_OBJECT,Jobs maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-01965,Jobs,AuditRecord,MAPS_TO_OBJECT,Jobs maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-01966,Work & labour,Skills,HAS_NICHE,Skills is a niche under Work & labour,0.7,taxonomy,taxonomy
EDGE-01967,Skills,AF03,ACQUIRED_BY,Skills data can be acquired via AF03,0.65,acquisition mapping,source acquisition
EDGE-01968,Skills,AF15,ACQUIRED_BY,Skills data can be acquired via AF15,0.65,acquisition mapping,source acquisition
EDGE-01969,Skills,AF19,ACQUIRED_BY,Skills data can be acquired via AF19,0.65,acquisition mapping,source acquisition
EDGE-01970,Skills,Person,MAPS_TO_OBJECT,Skills maps to ontology object Person,0.7,ontology mapping,ontology
EDGE-01971,Skills,Organisation,MAPS_TO_OBJECT,Skills maps to ontology object Organisation,0.7,ontology mapping,ontology
EDGE-01972,Skills,Event,MAPS_TO_OBJECT,Skills maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-01973,Skills,AuditRecord,MAPS_TO_OBJECT,Skills maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-01974,Work & labour,Wages,HAS_NICHE,Wages is a niche under Work & labour,0.7,taxonomy,taxonomy
EDGE-01975,Wages,AF18,ACQUIRED_BY,Wages data can be acquired via AF18,0.65,acquisition mapping,source acquisition
EDGE-01976,Wages,AF08,ACQUIRED_BY,Wages data can be acquired via AF08,0.65,acquisition mapping,source acquisition
EDGE-01977,Wages,AF16,ACQUIRED_BY,Wages data can be acquired via AF16,0.65,acquisition mapping,source acquisition
EDGE-01978,Wages,Person,MAPS_TO_OBJECT,Wages maps to ontology object Person,0.7,ontology mapping,ontology
EDGE-01979,Wages,Organisation,MAPS_TO_OBJECT,Wages maps to ontology object Organisation,0.7,ontology mapping,ontology
