cell_id,master_topic_id,master_topic,master_topic_purpose,universal_niche_id,universal_niche,topic_specific_niche,operational_meaning,primary_acquisition_families,ontology_object_targets,core_flow,platforms,priority
CELL-0269,T027,Work & labour,"Track jobs, skills, wages, safety, training, workforce supply and professions.",N09,Operational workflow,Rostering,"What task, case, mission or business process follows.","AF17, AF12, AF20","Person, Organisation, Event, AuditRecord",source -> pipeline -> data quality -> entity resolution -> ontology object/link -> model -> workflow/action -> audit,"Foundry, Apollo/AIP",2
CELL-0270,T027,Work & labour,"Track jobs, skills, wages, safety, training, workforce supply and professions.",N10,Audit / provenance,Professions,"Who knew, changed, approved or acted, and when.","AF03, AF15, AF19","Person, Organisation, Event, AuditRecord",source -> pipeline -> data quality -> entity resolution -> ontology object/link -> model -> workflow/action -> audit,"Foundry, Apollo/AIP",2
CELL-0271,T028,Consumption & lifestyle,"Track retail, households, tourism, sport, recreation, restaurants, events and prices.",N01,Live status,Retail,What is happening now.,"AF04, AF07, AF08","Event, AuditRecord",source -> pipeline -> data quality -> entity resolution -> ontology object/link -> model -> workflow/action -> audit,Foundry,2
CELL-0272,T028,Consumption & lifestyle,"Track retail, households, tourism, sport, recreation, restaurants, events and prices.",N02,Historical archive,Households,What happened before.,"AF03, AF15, AF19","Event, AuditRecord",source -> pipeline -> data quality -> entity resolution -> ontology object/link -> model -> workflow/action -> audit,Foundry,2
CELL-0273,T028,Consumption & lifestyle,"Track retail, households, tourism, sport, recreation, restaurants, events and prices.",N03,Forecast / prediction,Tourism,What is likely to happen.,"AF18, AF08, AF16","Event, AuditRecord",source -> pipeline -> data quality -> entity resolution -> ontology object/link -> model -> workflow/action -> audit,Foundry,2
CELL-0274,T028,Consumption & lifestyle,"Track retail, households, tourism, sport, recreation, restaurants, events and prices.",N04,Registry / catalogue,Sport,What exists and how it is identified.,"AF01, AF06, AF15","Event, AuditRecord",source -> pipeline -> data quality -> entity resolution -> ontology object/link -> model -> workflow/action -> audit,Foundry,2
CELL-0275,T028,Consumption & lifestyle,"Track retail, households, tourism, sport, recreation, restaurants, events and prices.",N05,Geospatial layer,Recreation,Where it is.,"AF05, AF09","Event, AuditRecord",source -> pipeline -> data quality -> entity resolution -> ontology object/link -> model -> workflow/action -> audit,Foundry,2
CELL-0276,T028,Consumption & lifestyle,"Track retail, households, tourism, sport, recreation, restaurants, events and prices.",N06,Entity relationships,Restaurants,"How people, assets, events and systems connect.","AF06, AF02, AF15","Event, AuditRecord",source -> pipeline -> data quality -> entity resolution -> ontology object/link -> model -> workflow/action -> audit,Foundry,2
CELL-0277,T028,Consumption & lifestyle,"Track retail, households, tourism, sport, recreation, restaurants, events and prices.",N07,Event / incident feed,Events,What changed or triggered action.,"AF04, AF07, AF08","Event, AuditRecord",source -> pipeline -> data quality -> entity resolution -> ontology object/link -> model -> workflow/action -> audit,Foundry,2
CELL-0278,T028,Consumption & lifestyle,"Track retail, households, tourism, sport, recreation, restaurants, events and prices.",N08,Risk / compliance layer,Consumer sentiment,"What rules, hazards or obligations apply.","AF19, AF11, AF15","Event, AuditRecord",source -> pipeline -> data quality -> entity resolution -> ontology object/link -> model -> workflow/action -> audit,Foundry,2
CELL-0279,T028,Consumption & lifestyle,"Track retail, households, tourism, sport, recreation, restaurants, events and prices.",N09,Operational workflow,Lifestyle health,"What task, case, mission or business process follows.","AF17, AF12, AF20","Event, AuditRecord",source -> pipeline -> data quality -> entity resolution -> ontology object/link -> model -> workflow/action -> audit,"Foundry, Apollo/AIP",2
CELL-0280,T028,Consumption & lifestyle,"Track retail, households, tourism, sport, recreation, restaurants, events and prices.",N10,Audit / provenance,Price benchmarks,"Who knew, changed, approved or acted, and when.","AF03, AF15, AF19","Event, AuditRecord",source -> pipeline -> data quality -> entity resolution -> ontology object/link -> model -> workflow/action -> audit,"Foundry, Apollo/AIP",2
CELL-0281,T029,Ethics & philosophy,"Model rights, ethics, fairness, consent, accountability, public interest and decision justification.",N01,Live status,Rights,What is happening now.,"AF04, AF07, AF08","Event, AuditRecord",source -> pipeline -> data quality -> entity resolution -> ontology object/link -> model -> workflow/action -> audit,Foundry,2
CELL-0282,T029,Ethics & philosophy,"Model rights, ethics, fairness, consent, accountability, public interest and decision justification.",N02,Historical archive,Ethics rules,What happened before.,"AF03, AF15, AF19","Event, AuditRecord",source -> pipeline -> data quality -> entity resolution -> ontology object/link -> model -> workflow/action -> audit,Foundry,2
CELL-0283,T029,Ethics & philosophy,"Model rights, ethics, fairness, consent, accountability, public interest and decision justification.",N03,Forecast / prediction,Decision justification,What is likely to happen.,"AF18, AF08, AF16","Event, AuditRecord",source -> pipeline -> data quality -> entity resolution -> ontology object/link -> model -> workflow/action -> audit,Foundry,2
CELL-0284,T029,Ethics & philosophy,"Model rights, ethics, fairness, consent, accountability, public interest and decision justification.",N04,Registry / catalogue,Fairness,What exists and how it is identified.,"AF01, AF06, AF15","Event, AuditRecord",source -> pipeline -> data quality -> entity resolution -> ontology object/link -> model -> workflow/action -> audit,Foundry,2
CELL-0285,T029,Ethics & philosophy,"Model rights, ethics, fairness, consent, accountability, public interest and decision justification.",N05,Geospatial layer,Consent,Where it is.,"AF05, AF09","Event, AuditRecord",source -> pipeline -> data quality -> entity resolution -> ontology object/link -> model -> workflow/action -> audit,Foundry,2
CELL-0286,T029,Ethics & philosophy,"Model rights, ethics, fairness, consent, accountability, public interest and decision justification.",N06,Entity relationships,Accountability,"How people, assets, events and systems connect.","AF06, AF02, AF15","Event, AuditRecord",source -> pipeline -> data quality -> entity resolution -> ontology object/link -> model -> workflow/action -> audit,Foundry,2
CELL-0287,T029,Ethics & philosophy,"Model rights, ethics, fairness, consent, accountability, public interest and decision justification.",N07,Event / incident feed,Values,What changed or triggered action.,"AF04, AF07, AF08","Event, AuditRecord",source -> pipeline -> data quality -> entity resolution -> ontology object/link -> model -> workflow/action -> audit,Foundry,2
CELL-0288,T029,Ethics & philosophy,"Model rights, ethics, fairness, consent, accountability, public interest and decision justification.",N08,Risk / compliance layer,Philosophy,"What rules, hazards or obligations apply.","AF19, AF11, AF15","Event, AuditRecord",source -> pipeline -> data quality -> entity resolution -> ontology object/link -> model -> workflow/action -> audit,Foundry,2
CELL-0289,T029,Ethics & philosophy,"Model rights, ethics, fairness, consent, accountability, public interest and decision justification.",N09,Operational workflow,Risk ethics,"What task, case, mission or business process follows.","AF17, AF12, AF20","Event, AuditRecord",source -> pipeline -> data quality -> entity resolution -> ontology object/link -> model -> workflow/action -> audit,"Foundry, Apollo/AIP",2
CELL-0290,T029,Ethics & philosophy,"Model rights, ethics, fairness, consent, accountability, public interest and decision justification.",N10,Audit / provenance,Public interest,"Who knew, changed, approved or acted, and when.","AF03, AF15, AF19","Event, AuditRecord",source -> pipeline -> data quality -> entity resolution -> ontology object/link -> model -> workflow/action -> audit,"Foundry, Apollo/AIP",2
CELL-0291,T030,Classification & metadata itself,"Define ontologies, taxonomies, schemas, identifiers, metadata, standards, lineage and data quality.",N01,Live status,Ontologies,What is happening now.,"AF04, AF07, AF08","Event, AuditRecord",source -> pipeline -> data quality -> entity resolution -> ontology object/link -> model -> workflow/action -> audit,"Foundry, Apollo/AIP",2
CELL-0292,T030,Classification & metadata itself,"Define ontologies, taxonomies, schemas, identifiers, metadata, standards, lineage and data quality.",N02,Historical archive,Taxonomies,What happened before.,"AF03, AF15, AF19","Event, AuditRecord",source -> pipeline -> data quality -> entity resolution -> ontology object/link -> model -> workflow/action -> audit,"Foundry, Apollo/AIP",2
CELL-0293,T030,Classification & metadata itself,"Define ontologies, taxonomies, schemas, identifiers, metadata, standards, lineage and data quality.",N03,Forecast / prediction,Schemas,What is likely to happen.,"AF18, AF08, AF16","Event, AuditRecord",source -> pipeline -> data quality -> entity resolution -> ontology object/link -> model -> workflow/action -> audit,"Foundry, Apollo/AIP",2
CELL-0294,T030,Classification & metadata itself,"Define ontologies, taxonomies, schemas, identifiers, metadata, standards, lineage and data quality.",N04,Registry / catalogue,Identifiers,What exists and how it is identified.,"AF01, AF06, AF15","Event, AuditRecord",source -> pipeline -> data quality -> entity resolution -> ontology object/link -> model -> workflow/action -> audit,"Foundry, Apollo/AIP",2
CELL-0295,T030,Classification & metadata itself,"Define ontologies, taxonomies, schemas, identifiers, metadata, standards, lineage and data quality.",N05,Geospatial layer,Metadata,Where it is.,"AF05, AF09","Event, AuditRecord",source -> pipeline -> data quality -> entity resolution -> ontology object/link -> model -> workflow/action -> audit,"Foundry, Apollo/AIP",2
CELL-0296,T030,Classification & metadata itself,"Define ontologies, taxonomies, schemas, identifiers, metadata, standards, lineage and data quality.",N06,Entity relationships,Standards,"How people, assets, events and systems connect.","AF06, AF02, AF15","Event, AuditRecord",source -> pipeline -> data quality -> entity resolution -> ontology object/link -> model -> workflow/action -> audit,"Foundry, Apollo/AIP",2
CELL-0297,T030,Classification & metadata itself,"Define ontologies, taxonomies, schemas, identifiers, metadata, standards, lineage and data quality.",N07,Event / incident feed,Lineage,What changed or triggered action.,"AF04, AF07, AF08","Event, AuditRecord",source -> pipeline -> data quality -> entity resolution -> ontology object/link -> model -> workflow/action -> audit,"Foundry, Apollo/AIP",2
CELL-0298,T030,Classification & metadata itself,"Define ontologies, taxonomies, schemas, identifiers, metadata, standards, lineage and data quality.",N08,Risk / compliance layer,Access control,"What rules, hazards or obligations apply.","AF19, AF11, AF15","Event, AuditRecord",source -> pipeline -> data quality -> entity resolution -> ontology object/link -> model -> workflow/action -> audit,"Foundry, Apollo/AIP",2
CELL-0299,T030,Classification & metadata itself,"Define ontologies, taxonomies, schemas, identifiers, metadata, standards, lineage and data quality.",N09,Operational workflow,Data quality,"What task, case, mission or business process follows.","AF17, AF12, AF20","Event, AuditRecord",source -> pipeline -> data quality -> entity resolution -> ontology object/link -> model -> workflow/action -> audit,"Foundry, Apollo/AIP",2
CELL-0300,T030,Classification & metadata itself,"Define ontologies, taxonomies, schemas, identifiers, metadata, standards, lineage and data quality.",N10,Audit / provenance,Catalogues,"Who knew, changed, approved or acted, and when.","AF03, AF15, AF19","Event, AuditRecord",source -> pipeline -> data quality -> entity resolution -> ontology object/link -> model -> workflow/action -> audit,"Foundry, Apollo/AIP",2
