interaction,verb,mood,science,effects,anim_a,anim_b,llm_prompt
conflict,fights,bored,signal,"health-,morale-",talk,talk,"Two minions in the signal guild: A ({name_a}, bored) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,bored,spectroscopy,"health-,morale-",talk,talk,"Two minions in the spectroscopy guild: A ({name_a}, bored) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,bored,statmech,"health-,morale-",talk,talk,"Two minions in the statmech guild: A ({name_a}, bored) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,bored,structural,"health-,morale-",talk,talk,"Two minions in the structural guild: A ({name_a}, bored) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,bored,tribology,"health-,morale-",talk,talk,"Two minions in the tribology guild: A ({name_a}, bored) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,bored,veterinary,"health-,morale-",talk,talk,"Two minions in the veterinary guild: A ({name_a}, bored) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,anxious,acoustics,"health-,morale-",talk,talk,"Two minions in the acoustics guild: A ({name_a}, anxious) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,anxious,aerodynamics,"health-,morale-",talk,talk,"Two minions in the aerodynamics guild: A ({name_a}, anxious) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,anxious,agronomy,"health-,morale-",talk,talk,"Two minions in the agronomy guild: A ({name_a}, anxious) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,anxious,astronomy,"health-,morale-",talk,talk,"Two minions in the astronomy guild: A ({name_a}, anxious) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,anxious,atmoschem,"health-,morale-",talk,talk,"Two minions in the atmoschem guild: A ({name_a}, anxious) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,anxious,biology,"health-,morale-",talk,talk,"Two minions in the biology guild: A ({name_a}, anxious) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,anxious,biomechanics,"health-,morale-",talk,talk,"Two minions in the biomechanics guild: A ({name_a}, anxious) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,anxious,chemistry,"health-,morale-",talk,talk,"Two minions in the chemistry guild: A ({name_a}, anxious) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,anxious,combustion,"health-,morale-",talk,talk,"Two minions in the combustion guild: A ({name_a}, anxious) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,anxious,control,"health-,morale-",talk,talk,"Two minions in the control guild: A ({name_a}, anxious) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,anxious,crypto,"health-,morale-",talk,talk,"Two minions in the crypto guild: A ({name_a}, anxious) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,anxious,crystallography,"health-,morale-",talk,talk,"Two minions in the crystallography guild: A ({name_a}, anxious) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,anxious,cs_ai,"health-,morale-",talk,talk,"Two minions in the cs_ai guild: A ({name_a}, anxious) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,anxious,earth,"health-,morale-",talk,talk,"Two minions in the earth guild: A ({name_a}, anxious) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,anxious,ecology,"health-,morale-",talk,talk,"Two minions in the ecology guild: A ({name_a}, anxious) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,anxious,economics,"health-,morale-",talk,talk,"Two minions in the economics guild: A ({name_a}, anxious) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,anxious,electrochem,"health-,morale-",talk,talk,"Two minions in the electrochem guild: A ({name_a}, anxious) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,anxious,electronics,"health-,morale-",talk,talk,"Two minions in the electronics guild: A ({name_a}, anxious) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,anxious,engineering,"health-,morale-",talk,talk,"Two minions in the engineering guild: A ({name_a}, anxious) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,anxious,epidemiology,"health-,morale-",talk,talk,"Two minions in the epidemiology guild: A ({name_a}, anxious) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,anxious,fluids,"health-,morale-",talk,talk,"Two minions in the fluids guild: A ({name_a}, anxious) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,anxious,foodscience,"health-,morale-",talk,talk,"Two minions in the foodscience guild: A ({name_a}, anxious) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,anxious,forestry,"health-,morale-",talk,talk,"Two minions in the forestry guild: A ({name_a}, anxious) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,anxious,geodesy,"health-,morale-",talk,talk,"Two minions in the geodesy guild: A ({name_a}, anxious) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,anxious,geology,"health-,morale-",talk,talk,"Two minions in the geology guild: A ({name_a}, anxious) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,anxious,geotechnical,"health-,morale-",talk,talk,"Two minions in the geotechnical guild: A ({name_a}, anxious) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,anxious,heattransfer,"health-,morale-",talk,talk,"Two minions in the heattransfer guild: A ({name_a}, anxious) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,anxious,hydrogeology,"health-,morale-",talk,talk,"Two minions in the hydrogeology guild: A ({name_a}, anxious) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,anxious,hydrology,"health-,morale-",talk,talk,"Two minions in the hydrology guild: A ({name_a}, anxious) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,anxious,immunology,"health-,morale-",talk,talk,"Two minions in the immunology guild: A ({name_a}, anxious) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,anxious,linguistics,"health-,morale-",talk,talk,"Two minions in the linguistics guild: A ({name_a}, anxious) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,anxious,materials,"health-,morale-",talk,talk,"Two minions in the materials guild: A ({name_a}, anxious) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,anxious,math,"health-,morale-",talk,talk,"Two minions in the math guild: A ({name_a}, anxious) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,anxious,medicine,"health-,morale-",talk,talk,"Two minions in the medicine guild: A ({name_a}, anxious) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,anxious,metallurgy,"health-,morale-",talk,talk,"Two minions in the metallurgy guild: A ({name_a}, anxious) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,anxious,neuro,"health-,morale-",talk,talk,"Two minions in the neuro guild: A ({name_a}, anxious) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,anxious,nuclear,"health-,morale-",talk,talk,"Two minions in the nuclear guild: A ({name_a}, anxious) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,anxious,ocean,"health-,morale-",talk,talk,"Two minions in the ocean guild: A ({name_a}, anxious) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,anxious,optics,"health-,morale-",talk,talk,"Two minions in the optics guild: A ({name_a}, anxious) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,anxious,pharmacology,"health-,morale-",talk,talk,"Two minions in the pharmacology guild: A ({name_a}, anxious) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,anxious,photovoltaics,"health-,morale-",talk,talk,"Two minions in the photovoltaics guild: A ({name_a}, anxious) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,anxious,physics,"health-,morale-",talk,talk,"Two minions in the physics guild: A ({name_a}, anxious) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,anxious,plasma,"health-,morale-",talk,talk,"Two minions in the plasma guild: A ({name_a}, anxious) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,anxious,polymer,"health-,morale-",talk,talk,"Two minions in the polymer guild: A ({name_a}, anxious) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,anxious,qcomputing,"health-,morale-",talk,talk,"Two minions in the qcomputing guild: A ({name_a}, anxious) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,anxious,quantum,"health-,morale-",talk,talk,"Two minions in the quantum guild: A ({name_a}, anxious) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,anxious,rf,"health-,morale-",talk,talk,"Two minions in the rf guild: A ({name_a}, anxious) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,anxious,robotics,"health-,morale-",talk,talk,"Two minions in the robotics guild: A ({name_a}, anxious) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,anxious,seismology,"health-,morale-",talk,talk,"Two minions in the seismology guild: A ({name_a}, anxious) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,anxious,semiconductor,"health-,morale-",talk,talk,"Two minions in the semiconductor guild: A ({name_a}, anxious) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,anxious,signal,"health-,morale-",talk,talk,"Two minions in the signal guild: A ({name_a}, anxious) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,anxious,spectroscopy,"health-,morale-",talk,talk,"Two minions in the spectroscopy guild: A ({name_a}, anxious) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,anxious,statmech,"health-,morale-",talk,talk,"Two minions in the statmech guild: A ({name_a}, anxious) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,anxious,structural,"health-,morale-",talk,talk,"Two minions in the structural guild: A ({name_a}, anxious) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,anxious,tribology,"health-,morale-",talk,talk,"Two minions in the tribology guild: A ({name_a}, anxious) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,anxious,veterinary,"health-,morale-",talk,talk,"Two minions in the veterinary guild: A ({name_a}, anxious) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,exhausted,acoustics,"health-,morale-",talk,talk,"Two minions in the acoustics guild: A ({name_a}, exhausted) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,exhausted,aerodynamics,"health-,morale-",talk,talk,"Two minions in the aerodynamics guild: A ({name_a}, exhausted) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,exhausted,agronomy,"health-,morale-",talk,talk,"Two minions in the agronomy guild: A ({name_a}, exhausted) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,exhausted,astronomy,"health-,morale-",talk,talk,"Two minions in the astronomy guild: A ({name_a}, exhausted) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,exhausted,atmoschem,"health-,morale-",talk,talk,"Two minions in the atmoschem guild: A ({name_a}, exhausted) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,exhausted,biology,"health-,morale-",talk,talk,"Two minions in the biology guild: A ({name_a}, exhausted) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,exhausted,biomechanics,"health-,morale-",talk,talk,"Two minions in the biomechanics guild: A ({name_a}, exhausted) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,exhausted,chemistry,"health-,morale-",talk,talk,"Two minions in the chemistry guild: A ({name_a}, exhausted) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,exhausted,combustion,"health-,morale-",talk,talk,"Two minions in the combustion guild: A ({name_a}, exhausted) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,exhausted,control,"health-,morale-",talk,talk,"Two minions in the control guild: A ({name_a}, exhausted) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,exhausted,crypto,"health-,morale-",talk,talk,"Two minions in the crypto guild: A ({name_a}, exhausted) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,exhausted,crystallography,"health-,morale-",talk,talk,"Two minions in the crystallography guild: A ({name_a}, exhausted) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,exhausted,cs_ai,"health-,morale-",talk,talk,"Two minions in the cs_ai guild: A ({name_a}, exhausted) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,exhausted,earth,"health-,morale-",talk,talk,"Two minions in the earth guild: A ({name_a}, exhausted) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,exhausted,ecology,"health-,morale-",talk,talk,"Two minions in the ecology guild: A ({name_a}, exhausted) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,exhausted,economics,"health-,morale-",talk,talk,"Two minions in the economics guild: A ({name_a}, exhausted) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,exhausted,electrochem,"health-,morale-",talk,talk,"Two minions in the electrochem guild: A ({name_a}, exhausted) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,exhausted,electronics,"health-,morale-",talk,talk,"Two minions in the electronics guild: A ({name_a}, exhausted) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,exhausted,engineering,"health-,morale-",talk,talk,"Two minions in the engineering guild: A ({name_a}, exhausted) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,exhausted,epidemiology,"health-,morale-",talk,talk,"Two minions in the epidemiology guild: A ({name_a}, exhausted) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,exhausted,fluids,"health-,morale-",talk,talk,"Two minions in the fluids guild: A ({name_a}, exhausted) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,exhausted,foodscience,"health-,morale-",talk,talk,"Two minions in the foodscience guild: A ({name_a}, exhausted) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,exhausted,forestry,"health-,morale-",talk,talk,"Two minions in the forestry guild: A ({name_a}, exhausted) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,exhausted,geodesy,"health-,morale-",talk,talk,"Two minions in the geodesy guild: A ({name_a}, exhausted) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,exhausted,geology,"health-,morale-",talk,talk,"Two minions in the geology guild: A ({name_a}, exhausted) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,exhausted,geotechnical,"health-,morale-",talk,talk,"Two minions in the geotechnical guild: A ({name_a}, exhausted) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,exhausted,heattransfer,"health-,morale-",talk,talk,"Two minions in the heattransfer guild: A ({name_a}, exhausted) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,exhausted,hydrogeology,"health-,morale-",talk,talk,"Two minions in the hydrogeology guild: A ({name_a}, exhausted) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,exhausted,hydrology,"health-,morale-",talk,talk,"Two minions in the hydrology guild: A ({name_a}, exhausted) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,exhausted,immunology,"health-,morale-",talk,talk,"Two minions in the immunology guild: A ({name_a}, exhausted) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,exhausted,linguistics,"health-,morale-",talk,talk,"Two minions in the linguistics guild: A ({name_a}, exhausted) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,exhausted,materials,"health-,morale-",talk,talk,"Two minions in the materials guild: A ({name_a}, exhausted) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,exhausted,math,"health-,morale-",talk,talk,"Two minions in the math guild: A ({name_a}, exhausted) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,exhausted,medicine,"health-,morale-",talk,talk,"Two minions in the medicine guild: A ({name_a}, exhausted) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,exhausted,metallurgy,"health-,morale-",talk,talk,"Two minions in the metallurgy guild: A ({name_a}, exhausted) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,exhausted,neuro,"health-,morale-",talk,talk,"Two minions in the neuro guild: A ({name_a}, exhausted) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,exhausted,nuclear,"health-,morale-",talk,talk,"Two minions in the nuclear guild: A ({name_a}, exhausted) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,exhausted,ocean,"health-,morale-",talk,talk,"Two minions in the ocean guild: A ({name_a}, exhausted) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,exhausted,optics,"health-,morale-",talk,talk,"Two minions in the optics guild: A ({name_a}, exhausted) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,exhausted,pharmacology,"health-,morale-",talk,talk,"Two minions in the pharmacology guild: A ({name_a}, exhausted) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,exhausted,photovoltaics,"health-,morale-",talk,talk,"Two minions in the photovoltaics guild: A ({name_a}, exhausted) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,exhausted,physics,"health-,morale-",talk,talk,"Two minions in the physics guild: A ({name_a}, exhausted) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,exhausted,plasma,"health-,morale-",talk,talk,"Two minions in the plasma guild: A ({name_a}, exhausted) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,exhausted,polymer,"health-,morale-",talk,talk,"Two minions in the polymer guild: A ({name_a}, exhausted) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,exhausted,qcomputing,"health-,morale-",talk,talk,"Two minions in the qcomputing guild: A ({name_a}, exhausted) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,exhausted,quantum,"health-,morale-",talk,talk,"Two minions in the quantum guild: A ({name_a}, exhausted) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,exhausted,rf,"health-,morale-",talk,talk,"Two minions in the rf guild: A ({name_a}, exhausted) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,exhausted,robotics,"health-,morale-",talk,talk,"Two minions in the robotics guild: A ({name_a}, exhausted) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,exhausted,seismology,"health-,morale-",talk,talk,"Two minions in the seismology guild: A ({name_a}, exhausted) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,exhausted,semiconductor,"health-,morale-",talk,talk,"Two minions in the semiconductor guild: A ({name_a}, exhausted) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,exhausted,signal,"health-,morale-",talk,talk,"Two minions in the signal guild: A ({name_a}, exhausted) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,exhausted,spectroscopy,"health-,morale-",talk,talk,"Two minions in the spectroscopy guild: A ({name_a}, exhausted) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,exhausted,statmech,"health-,morale-",talk,talk,"Two minions in the statmech guild: A ({name_a}, exhausted) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,exhausted,structural,"health-,morale-",talk,talk,"Two minions in the structural guild: A ({name_a}, exhausted) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,exhausted,tribology,"health-,morale-",talk,talk,"Two minions in the tribology guild: A ({name_a}, exhausted) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,exhausted,veterinary,"health-,morale-",talk,talk,"Two minions in the veterinary guild: A ({name_a}, exhausted) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,despairing,acoustics,"health-,morale-",talk,talk,"Two minions in the acoustics guild: A ({name_a}, despairing) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,despairing,aerodynamics,"health-,morale-",talk,talk,"Two minions in the aerodynamics guild: A ({name_a}, despairing) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,despairing,agronomy,"health-,morale-",talk,talk,"Two minions in the agronomy guild: A ({name_a}, despairing) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,despairing,astronomy,"health-,morale-",talk,talk,"Two minions in the astronomy guild: A ({name_a}, despairing) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,despairing,atmoschem,"health-,morale-",talk,talk,"Two minions in the atmoschem guild: A ({name_a}, despairing) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,despairing,biology,"health-,morale-",talk,talk,"Two minions in the biology guild: A ({name_a}, despairing) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,despairing,biomechanics,"health-,morale-",talk,talk,"Two minions in the biomechanics guild: A ({name_a}, despairing) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,despairing,chemistry,"health-,morale-",talk,talk,"Two minions in the chemistry guild: A ({name_a}, despairing) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,despairing,combustion,"health-,morale-",talk,talk,"Two minions in the combustion guild: A ({name_a}, despairing) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,despairing,control,"health-,morale-",talk,talk,"Two minions in the control guild: A ({name_a}, despairing) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,despairing,crypto,"health-,morale-",talk,talk,"Two minions in the crypto guild: A ({name_a}, despairing) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,despairing,crystallography,"health-,morale-",talk,talk,"Two minions in the crystallography guild: A ({name_a}, despairing) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,despairing,cs_ai,"health-,morale-",talk,talk,"Two minions in the cs_ai guild: A ({name_a}, despairing) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,despairing,earth,"health-,morale-",talk,talk,"Two minions in the earth guild: A ({name_a}, despairing) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,despairing,ecology,"health-,morale-",talk,talk,"Two minions in the ecology guild: A ({name_a}, despairing) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,despairing,economics,"health-,morale-",talk,talk,"Two minions in the economics guild: A ({name_a}, despairing) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,despairing,electrochem,"health-,morale-",talk,talk,"Two minions in the electrochem guild: A ({name_a}, despairing) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,despairing,electronics,"health-,morale-",talk,talk,"Two minions in the electronics guild: A ({name_a}, despairing) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,despairing,engineering,"health-,morale-",talk,talk,"Two minions in the engineering guild: A ({name_a}, despairing) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,despairing,epidemiology,"health-,morale-",talk,talk,"Two minions in the epidemiology guild: A ({name_a}, despairing) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,despairing,fluids,"health-,morale-",talk,talk,"Two minions in the fluids guild: A ({name_a}, despairing) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,despairing,foodscience,"health-,morale-",talk,talk,"Two minions in the foodscience guild: A ({name_a}, despairing) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,despairing,forestry,"health-,morale-",talk,talk,"Two minions in the forestry guild: A ({name_a}, despairing) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,despairing,geodesy,"health-,morale-",talk,talk,"Two minions in the geodesy guild: A ({name_a}, despairing) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,despairing,geology,"health-,morale-",talk,talk,"Two minions in the geology guild: A ({name_a}, despairing) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,despairing,geotechnical,"health-,morale-",talk,talk,"Two minions in the geotechnical guild: A ({name_a}, despairing) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,despairing,heattransfer,"health-,morale-",talk,talk,"Two minions in the heattransfer guild: A ({name_a}, despairing) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,despairing,hydrogeology,"health-,morale-",talk,talk,"Two minions in the hydrogeology guild: A ({name_a}, despairing) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,despairing,hydrology,"health-,morale-",talk,talk,"Two minions in the hydrology guild: A ({name_a}, despairing) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
